idacr,idnum,year,totimp,totexp,tottrade
BEN,434,1997,308.45,668.39,976.84
BEN,434,1998,360.02,704.78,1064.80
BEN,434,1999,381.97,891.39,1273.36
BEN,434,2000,425.52,1454.10,1879.61
MAA,435,1960,3.53,9.23,12.75
MAA,435,1961,3.60,25.89,29.49
MAA,435,1962,3.61,35.39,39.01
MAA,435,1963,15.63,29.69,45.32
MAA,435,1964,47.14,16.89,64.04
MAA,435,1965,75.17,25.70,100.86
MAA,435,1966,72.84,37.89,110.74
MAA,435,1967,79.95,38.01,117.96
MAA,435,1968,82.37,42.21,124.58
MAA,435,1969,91.47,43.98,135.44
MAA,435,1970,95.59,52.18,147.78
MAA,435,1971,110.97,67.65,178.63
MAA,435,1972,114.90,109.73,224.62
MAA,435,1973,122.80,109.03,231.82
MAA,435,1974,160.49,101.07,261.56
MAA,435,1975,218.09,229.95,448.04
MAA,435,1976,204.70,230.31,435.01
MAA,435,1977,247.42,212.71,460.14
MAA,435,1978,243.62,192.13,435.75
MAA,435,1979,242.04,209.72,451.76
MAA,435,1980,243.33,285.71,529.04
MAA,435,1981,349.13,395.01,744.14
MAA,435,1982,291.86,402.68,694.54
MAA,435,1983,294.83,314.66,609.49
MAA,435,1984,320.19,286.40,606.60
MAA,435,1985,413.78,320.57,734.35
MAA,435,1986,418.67,282.70,701.37
MAA,435,1987,426.94,371.16,798.09
MAA,435,1988,484.10,436.19,920.29
MAA,435,1989,470.47,337.64,808.11
MAA,435,1990,493.86,367.22,861.08
MAA,435,1991,526.58,465.72,992.30
MAA,435,1992,462.07,583.39,1045.46
MAA,435,1993,428.27,548.07,976.34
MAA,435,1994,454.48,527.79,982.27
MAA,435,1995,578.93,600.19,1179.12
MAA,435,1996,577.74,574.79,1152.53
MAA,435,1997,672.82,685.50,1358.32
MAA,435,1998,624.52,626.62,1251.14
MAA,435,1999,637.26,636.48,1273.74
MAA,435,2000,584.24,667.29,1251.52
NIR,436,1960,14.50,15.71,30.21
NIR,436,1961,14.20,21.61,35.82
NIR,436,1962,20.90,21.32,42.23
NIR,436,1963,22.61,30.73,53.34
NIR,436,1964,30.61,36.95,67.56
NIR,436,1965,39.30,44.15,83.46
NIR,436,1966,30.02,45.39,75.41
NIR,436,1967,32.96,39.93,72.89
NIR,436,1968,28.44,47.16,75.60
NIR,436,1969,36.03,54.05,90.08
NIR,436,1970,39.37,52.31,91.68
NIR,436,1971,42.71,44.25,86.97
NIR,436,1972,61.72,66.75,128.46
NIR,436,1973,70.32,86.19,156.51
NIR,436,1974,56.86,98.45,155.31
NIR,436,1975,91.45,99.87,191.32
NIR,436,1976,142.73,124.05,266.79
NIR,436,1977,158.24,192.54,350.78
NIR,436,1978,291.66,310.25,601.91
NIR,436,1979,461.18,444.18,905.37
NIR,436,1980,573.50,563.61,1137.10
NIR,436,1981,471.99,491.52,963.51
NIR,436,1982,352.21,448.44,800.65
NIR,436,1983,298.66,317.60,616.26
NIR,436,1984,269.30,254.90,524.20
NIR,436,1985,214.57,321.79,536.35
NIR,436,1986,252.12,263.04,515.16
NIR,436,1987,407.73,293.00,700.73
NIR,436,1988,370.87,326.88,697.76
NIR,436,1989,299.47,315.46,614.94
NIR,436,1990,285.41,309.96,595.38
NIR,436,1991,243.62,282.91,526.53
NIR,436,1992,191.33,331.67,523.00
NIR,436,1993,245.56,335.92,581.47
NIR,436,1994,131.22,281.80,413.02
NIR,436,1995,190.81,336.85,527.65
NIR,436,1996,200.42,330.30,530.72
NIR,436,1997,505.31,318.25,823.56
NIR,436,1998,430.92,375.15,806.07
NIR,436,1999,465.17,348.90,814.07
NIR,436,2000,535.96,318.03,854.00
CDI,437,1960,142.32,126.60,268.92
CDI,437,1961,167.70,160.36,328.07
CDI,437,1962,198.56,163.61,362.17
CDI,437,1963,249.12,181.03,430.15
CDI,437,1964,304.79,265.49,570.28
CDI,437,1965,278.98,252.30,531.28
CDI,437,1966,316.02,272.69,588.70
CDI,437,1967,323.71,275.35,599.06
CDI,437,1968,417.76,315.19,732.94
CDI,437,1969,458.40,340.48,798.87
CDI,437,1970,470.01,405.90,875.91
CDI,437,1971,453.20,410.56,863.76
CDI,437,1972,540.72,446.36,987.08
CDI,437,1973,858.78,699.46,1558.24
CDI,437,1974,1211.36,934.67,2146.03
CDI,437,1975,1178.16,1120.62,2298.78
CDI,437,1976,1619.86,1259.02,2878.88
CDI,437,1977,2129.43,1686.79,3816.21
CDI,437,1978,2283.06,2237.19,4520.25
CDI,437,1979,2526.89,2405.51,4932.39
CDI,437,1980,3129.44,2808.40,5937.85
CDI,437,1981,2514.21,2278.22,4792.44
CDI,437,1982,2253.66,2020.69,4274.35
CDI,437,1983,2052.10,1744.54,3796.64
CDI,437,1984,2723.91,1359.49,4083.40
CDI,437,1985,3083.22,1683.37,4766.60
CDI,437,1986,3311.23,1923.30,5234.53
CDI,437,1987,2975.93,2149.18,5125.11
CDI,437,1988,2607.12,1986.23,4593.36
CDI,437,1989,2839.04,2029.77,4868.81
CDI,437,1990,2807.90,2038.20,4846.10
CDI,437,1991,2830.99,2120.59,4951.58
CDI,437,1992,2961.43,2429.91,5391.34
CDI,437,1993,2683.84,2105.16,4789.00
CDI,437,1994,2859.38,1983.05,4842.43
CDI,437,1995,3758.10,3061.01,6819.10
CDI,437,1996,5094.48,2982.63,8077.12
CDI,437,1997,4427.32,3043.98,7471.30
CDI,437,1998,4621.70,3367.03,7988.73
CDI,437,1999,4461.03,3243.00,7704.03
CDI,437,2000,3678.37,2898.88,6577.25
GUI,438,1958,4.86,5.16,10.02
GUI,438,1959,20.41,47.16,67.57
GUI,438,1960,57.40,46.74,104.13
GUI,438,1961,79.92,98.15,178.07
GUI,438,1962,60.04,70.23,130.27
GUI,438,1963,51.59,51.98,103.57
GUI,438,1964,50.73,48.66,99.39
GUI,438,1965,56.96,61.04,118.00
GUI,438,1966,57.43,58.43,115.86
GUI,438,1967,45.90,38.56,84.46
GUI,438,1968,46.49,45.66,92.15
GUI,438,1969,49.44,54.38,103.82
GUI,438,1970,55.02,76.17,131.19
GUI,438,1971,423.14,353.82,776.96
GUI,438,1972,211.32,177.23,388.56
GUI,438,1973,62.47,150.28,212.76
GUI,438,1974,121.30,125.79,247.09
GUI,438,1975,152.23,177.91,330.14
GUI,438,1976,221.02,162.20,383.23
GUI,438,1977,280.85,190.36,471.21
GUI,438,1978,307.52,259.90,567.42
GUI,438,1979,323.90,234.42,558.32
GUI,438,1980,430.33,376.75,807.09
GUI,438,1981,469.13,389.58,858.72
GUI,438,1982,439.98,349.90,789.87
GUI,438,1983,443.18,300.17,743.35
GUI,438,1984,489.15,356.69,845.84
GUI,438,1985,517.81,418.80,936.61
GUI,438,1986,486.35,383.56,869.91
GUI,438,1987,547.63,450.03,997.66
GUI,438,1988,526.61,473.79,1000.40
GUI,438,1989,643.54,529.57,1173.11
GUI,438,1990,685.86,605.86,1291.72
GUI,438,1991,757.24,757.43,1514.66
GUI,438,1992,1019.58,854.26,1873.85
GUI,438,1993,955.93,719.02,1674.95
GUI,438,1994,747.11,675.09,1422.20
GUI,438,1995,755.75,779.72,1535.47
GUI,438,1996,863.38,827.11,1690.49
GUI,438,1997,1139.25,653.20,1792.45
GUI,438,1998,966.11,834.91,1801.02
GUI,438,1999,900.56,946.02,1846.58
GUI,438,2000,1004.74,815.09,1819.83
BFO,439,1960,10.84,7.56,18.39
BFO,439,1961,10.61,17.06,27.67
BFO,439,1962,15.30,32.76,48.06
BFO,439,1963,17.28,36.26,53.54
BFO,439,1964,21.79,36.56,58.34
BFO,439,1965,25.82,35.09,60.91
BFO,439,1966,29.79,35.00,64.79
BFO,439,1967,32.05,45.93,77.97
BFO,439,1968,30.26,42.54,72.81
BFO,439,1969,33.46,48.45,81.91
BFO,439,1970,30.09,58.70,88.79
BFO,439,1971,33.78,74.87,108.65
BFO,439,1972,33.70,45.48,79.18
BFO,439,1973,39.93,74.81,114.74
BFO,439,1974,54.30,149.83,204.13
BFO,439,1975,62.50,145.30,207.80
BFO,439,1976,72.08,142.75,214.83
BFO,439,1977,78.77,202.00,280.77
BFO,439,1978,73.37,217.44,290.81
BFO,439,1979,107.71,290.67,398.38
BFO,439,1980,113.42,350.48,463.90
BFO,439,1981,93.63,325.89,419.52
BFO,439,1982,75.47,335.41,410.88
BFO,439,1983,90.35,274.19,364.54
BFO,439,1984,97.56,231.63,329.19
BFO,439,1985,82.08,305.88,387.96
BFO,439,1986,108.86,389.03,497.88
BFO,439,1987,192.35,420.55,612.90
BFO,439,1988,180.01,435.13,615.14
BFO,439,1989,142.97,379.73,522.70
BFO,439,1990,199.98,501.80,701.77
BFO,439,1991,181.14,478.63,659.77
BFO,439,1992,506.38,512.55,1018.93
BFO,439,1993,161.26,441.52,602.78
BFO,439,1994,141.85,386.33,528.18
BFO,439,1995,172.49,495.30,667.79
BFO,439,1996,204.34,547.38,751.72
BFO,439,1997,356.10,586.24,942.35
BFO,439,1998,539.28,866.33,1405.61
BFO,439,1999,521.03,831.95,1352.99
BFO,439,2000,437.39,733.08,1170.47
LBR,450,1948,16.80,1.36,18.16
LBR,450,1949,19.71,15.78,35.49
LBR,450,1950,22.59,15.95,38.54
LBR,450,1951,25.58,17.10,42.68
LBR,450,1952,28.43,17.37,45.80
LBR,450,1953,31.76,17.60,49.36
LBR,450,1954,27.10,17.77,44.88
LBR,450,1955,43.83,19.08,62.91
LBR,450,1956,42.31,18.69,61.00
LBR,450,1957,38.41,22.81,61.23
LBR,450,1958,61.89,162.28,224.18
LBR,450,1959,88.29,61.92,150.22
LBR,450,1960,78.70,172.62,251.32
LBR,450,1961,111.81,139.38,251.19
LBR,450,1962,147.13,150.69,297.82
LBR,450,1963,186.47,175.87,362.34
LBR,450,1964,254.35,180.89,435.25
LBR,450,1965,261.88,230.89,492.78
LBR,450,1966,152.41,173.41,325.82
LBR,450,1967,160.82,226.28,387.11
LBR,450,1968,199.80,251.91,451.71
LBR,450,1969,232.93,341.99,574.91
LBR,450,1970,236.10,427.72,663.82
LBR,450,1971,244.40,197.25,441.65
LBR,450,1972,268.24,202.26,470.50
LBR,450,1973,485.12,226.31,711.43
LBR,450,1974,416.75,317.76,734.51
LBR,450,1975,406.29,361.38,767.67
LBR,450,1976,502.25,527.62,1029.87
LBR,450,1977,478.12,574.40,1052.52
LBR,450,1978,521.73,725.30,1247.04
LBR,450,1979,630.85,692.44,1323.29
LBR,450,1980,622.50,819.53,1442.04
LBR,450,1981,562.63,810.23,1372.85
LBR,450,1982,1030.37,779.34,1809.71
LBR,450,1983,694.46,680.60,1375.06
LBR,450,1984,595.37,638.99,1234.36
LBR,450,1985,693.95,568.23,1262.18
LBR,450,1986,418.00,336.61,754.62
LBR,450,1987,394.59,415.25,809.84
LBR,450,1988,455.30,393.61,848.91
LBR,450,1989,428.42,469.70,898.12
LBR,450,1990,1978.07,4261.03,6239.11
LBR,450,1991,492.28,5040.76,5533.04
LBR,450,1992,792.26,5761.57,6553.83
LBR,450,1993,369.17,5483.94,5853.11
LBR,450,1994,624.46,6312.25,6936.71
LBR,450,1995,1095.89,6122.83,7218.72
LBR,450,1996,2451.45,4195.38,6646.83
LBR,450,1997,1486.11,4207.34,5693.45
LBR,450,1998,2065.63,6424.94,8490.56
LBR,450,1999,1806.61,4079.37,5885.98
LBR,450,2000,1595.59,5913.16,7508.75
SIE,451,1961,77.12,84.06,161.18
SIE,451,1962,52.15,80.38,132.53
SIE,451,1963,74.73,78.60,153.33
SIE,451,1964,91.93,95.01,186.94
SIE,451,1965,80.33,104.10,184.43
SIE,451,1966,83.04,95.26,178.31
SIE,451,1967,71.36,87.34,158.71
SIE,451,1968,98.78,83.54,182.32
SIE,451,1969,108.64,104.15,212.79
SIE,451,1970,108.47,112.75,221.22
SIE,451,1971,100.14,107.41,207.55
SIE,451,1972,121.66,112.36,234.02
SIE,451,1973,139.63,148.29,287.92
SIE,451,1974,158.17,212.75,370.91
SIE,451,1975,140.14,200.13,340.27
SIE,451,1976,112.57,162.91,275.48
SIE,451,1977,137.47,196.79,334.26
SIE,451,1978,193.88,310.48,504.35
SIE,451,1979,210.33,219.43,429.76
SIE,451,1980,195.14,177.62,372.76
SIE,451,1981,147.21,261.87,409.08
SIE,451,1982,107.00,222.84,329.84
SIE,451,1983,88.26,96.46,184.72
SIE,451,1984,113.83,165.56,279.39
SIE,451,1985,111.89,145.53,257.43
SIE,451,1986,154.67,144.41,299.08
SIE,451,1987,122.95,134.92,257.87
SIE,451,1988,112.51,154.28,266.79
SIE,451,1989,161.56,190.43,352.00
SIE,451,1990,178.76,191.71,370.47
SIE,451,1991,228.00,221.96,449.95
SIE,451,1992,199.70,240.16,439.86
SIE,451,1993,161.10,263.31,424.41
SIE,451,1994,264.51,256.83,521.34
SIE,451,1995,188.13,251.36,439.49
SIE,451,1996,225.27,299.66,524.93
SIE,451,1997,203.23,256.31,459.53
SIE,451,1998,126.10,222.19,348.29
SIE,451,1999,126.37,213.48,339.86
SIE,451,2000,245.87,349.97,595.83
GHA,452,1957,245.05,242.91,487.96
GHA,452,1958,303.93,219.42,523.36
GHA,452,1959,323.27,289.53,612.80
GHA,452,1960,342.52,349.24,691.76
GHA,452,1961,338.98,388.02,726.99
GHA,452,1962,334.62,330.29,664.91
GHA,452,1963,312.97,360.12,673.08
GHA,452,1964,339.22,338.50,677.73
GHA,452,1965,332.39,447.74,780.14
GHA,452,1966,283.51,353.04,636.55
GHA,452,1967,324.78,315.13,639.91
GHA,452,1968,353.94,311.70,665.63
GHA,452,1969,340.66,349.55,690.21
GHA,452,1970,470.64,408.45,879.10
GHA,452,1971,349.09,415.55,764.64
GHA,452,1972,443.34,292.27,735.62
GHA,452,1973,632.01,433.05,1065.06
GHA,452,1974,753.57,798.80,1552.37
GHA,452,1975,833.96,779.21,1613.17
GHA,452,1976,852.77,824.75,1677.51
GHA,452,1977,1040.93,1035.60,2076.53
GHA,452,1978,929.18,923.54,1852.72
GHA,452,1979,1033.13,848.15,1881.28
GHA,452,1980,1220.02,1132.72,2352.74
GHA,452,1981,1103.60,1258.48,2362.07
GHA,452,1982,836.07,1016.25,1852.32
GHA,452,1983,780.78,760.95,1541.73
GHA,452,1984,497.63,610.30,1107.93
GHA,452,1985,586.90,857.38,1444.28
GHA,452,1986,903.92,603.45,1507.37
GHA,452,1987,981.17,1105.37,2086.55
GHA,452,1988,921.02,963.38,1884.39
GHA,452,1989,1054.10,1266.62,2320.72
GHA,452,1990,1220.76,1601.57,2822.33
GHA,452,1991,677.14,547.91,1225.04
GHA,452,1992,1299.72,2141.78,3441.50
GHA,452,1993,1108.03,2002.36,3110.39
GHA,452,1994,1436.82,2010.47,3447.29
GHA,452,1995,1553.80,2503.48,4057.29
GHA,452,1996,1724.15,3183.97,4908.13
GHA,452,1997,1667.22,3445.99,5113.21
GHA,452,1998,1807.73,3489.72,5297.45
GHA,452,1999,1784.98,3317.01,5101.99
GHA,452,2000,1524.46,3194.48,4718.94
TOG,461,1960,16.56,29.45,46.01
TOG,461,1961,20.17,32.50,52.67
TOG,461,1962,29.27,41.16,70.43
TOG,461,1963,28.47,41.90,70.37
TOG,461,1964,40.47,51.38,91.85
TOG,461,1965,33.87,55.64,89.51
TOG,461,1966,41.46,55.64,97.10
TOG,461,1967,47.39,64.93,112.32
TOG,461,1968,50.85,67.39,118.25
TOG,461,1969,48.70,58.13,106.84
TOG,461,1970,56.79,59.24,116.03
TOG,461,1971,57.34,78.61,135.95
TOG,461,1972,51.95,91.72,143.67
TOG,461,1973,63.35,107.18,170.53
TOG,461,1974,190.08,124.93,315.02
TOG,461,1975,129.65,183.73,313.38
TOG,461,1976,108.44,200.35,308.79
TOG,461,1977,164.43,298.90,463.33
TOG,461,1978,238.62,464.27,702.89
TOG,461,1979,228.39,529.38,757.78
TOG,461,1980,339.84,570.24,910.08
TOG,461,1981,220.36,452.43,672.79
TOG,461,1982,184.02,403.96,587.98
TOG,461,1983,174.57,289.32,463.89
TOG,461,1984,202.61,286.53,489.14
TOG,461,1985,210.43,336.64,547.07
TOG,461,1986,222.33,358.25,580.58
TOG,461,1987,259.72,455.49,715.21
TOG,461,1988,251.03,511.83,762.87
TOG,461,1989,262.76,480.55,743.31
TOG,461,1990,279.62,577.74,857.35
TOG,461,1991,286.48,452.69,739.17
TOG,461,1992,226.75,865.62,1092.38
TOG,461,1993,173.73,593.20,766.93
TOG,461,1994,253.98,668.37,922.35
TOG,461,1995,339.57,961.79,1301.36
TOG,461,1996,332.08,924.22,1256.30
TOG,461,1997,360.98,449.90,810.88
TOG,461,1998,379.92,517.30,897.22
TOG,461,1999,321.28,420.59,741.87
TOG,461,2000,293.29,401.75,695.04
CAO,471,1960,96.91,91.97,188.88
CAO,471,1961,97.94,104.22,202.16
CAO,471,1962,102.39,107.20,209.59
CAO,471,1963,121.33,118.25,239.58
CAO,471,1964,125.98,127.38,253.36
CAO,471,1965,123.24,144.74,267.98
CAO,471,1966,136.98,145.85,282.83
CAO,471,1967,128.64,189.02,317.66
CAO,471,1968,192.97,199.13,392.10
CAO,471,1969,238.33,221.43,459.76
CAO,471,1970,236.22,256.62,492.85
CAO,471,1971,210.35,264.19,474.54
CAO,471,1972,236.04,316.23,552.28
CAO,471,1973,376.69,348.28,724.97
CAO,471,1974,485.72,450.94,936.66
CAO,471,1975,461.16,609.66,1070.82
CAO,471,1976,528.42,614.89,1143.31
CAO,471,1977,728.09,793.48,1521.57
CAO,471,1978,814.98,1038.78,1853.76
CAO,471,1979,1153.31,1251.37,2404.68
CAO,471,1980,1409.27,1582.32,2991.59
CAO,471,1981,1137.48,1384.15,2521.63
CAO,471,1982,1010.85,1162.65,2173.51
CAO,471,1983,1065.96,1213.73,2279.70
CAO,471,1984,994.59,1074.81,2069.40
CAO,471,1985,1251.10,1159.67,2410.77
CAO,471,1986,867.76,1543.42,2411.18
CAO,471,1987,881.46,1730.66,2612.12
CAO,471,1988,1612.64,1244.79,2857.43
CAO,471,1989,1319.88,1240.41,2560.29
CAO,471,1990,2043.85,1547.76,3591.61
CAO,471,1991,1953.02,1344.41,3297.44
CAO,471,1992,1700.08,1286.02,2986.10
CAO,471,1993,1599.05,953.73,2552.78
CAO,471,1994,1800.34,853.36,2653.70
CAO,471,1995,2082.79,1141.87,3224.66
CAO,471,1996,2258.04,1281.27,3539.30
CAO,471,1997,2026.24,1403.22,3429.47
CAO,471,1998,1814.09,1575.18,3389.27
CAO,471,1999,1726.25,1397.02,3123.27
CAO,471,2000,1880.13,1502.49,3382.63
NIG,475,1960,456.49,573.51,1029.99
NIG,475,1961,493.13,592.11,1085.24
NIG,475,1962,486.15,560.66,1046.81
NIG,475,1963,542.32,567.57,1109.89
NIG,475,1964,605.41,700.17,1305.57
NIG,475,1965,763.36,761.87,1525.23
NIG,475,1966,791.70,724.94,1516.64
NIG,475,1967,698.25,627.63,1325.89
NIG,475,1968,605.17,538.80,1143.97
NIG,475,1969,898.51,692.67,1591.18
NIG,475,1970,1236.82,1056.37,2293.19
NIG,475,1971,1799.44,1514.25,3313.70
NIG,475,1972,2140.51,1508.47,3648.98
NIG,475,1973,3258.80,1853.24,5112.04
NIG,475,1974,8450.74,2704.71,11155.45
NIG,475,1975,7419.86,5977.23,13397.09
NIG,475,1976,8903.16,8063.32,16966.48
NIG,475,1977,9988.09,10783.91,20772.01
NIG,475,1978,9637.13,12542.83,22179.96
NIG,475,1979,15418.99,9916.82,25335.81
NIG,475,1980,17564.17,18636.73,36200.90
NIG,475,1981,13045.04,12426.98,25472.02
NIG,475,1982,10302.03,11490.06,21792.09
NIG,475,1983,11165.06,7757.95,18923.00
NIG,475,1984,12164.99,5752.57,17917.56
NIG,475,1985,13152.74,6099.38,19252.11
NIG,475,1986,5177.11,3418.19,8595.31
NIG,475,1987,7379.92,3947.06,11326.97
NIG,475,1988,6940.05,3895.91,10835.96
NIG,475,1989,8423.98,3468.22,11892.20
NIG,475,1990,10337.02,4237.76,14574.78
NIG,475,1991,8206.66,5491.68,13698.35
NIG,475,1992,12381.31,9011.80,21393.11
NIG,475,1993,11630.95,7382.21,19013.15
NIG,475,1994,11322.95,5282.57,16605.52
NIG,475,1995,11771.90,5416.67,17188.58
NIG,475,1996,16030.30,6506.74,22537.04
NIG,475,1997,16663.71,7295.37,23959.08
NIG,475,1998,11675.31,7941.81,19617.11
NIG,475,1999,12138.94,8523.26,20662.21
NIG,475,2000,21976.90,9017.96,30994.87
GAB,481,1960,78.44,31.83,110.28
GAB,481,1961,85.20,35.95,121.15
GAB,481,1962,90.66,38.87,129.53
GAB,481,1963,104.26,47.79,152.05
GAB,481,1964,128.75,55.52,184.28
GAB,481,1965,137.61,61.96,199.57
GAB,481,1966,135.97,67.40,203.37
GAB,481,1967,148.89,67.89,216.78
GAB,481,1968,140.50,68.84,209.34
GAB,481,1969,176.88,87.56,264.44
GAB,481,1970,153.01,86.19,239.19
GAB,481,1971,212.56,105.14,317.71
GAB,481,1972,221.35,140.19,361.54
GAB,481,1973,427.62,164.14,591.77
GAB,481,1974,809.65,336.82,1146.47
GAB,481,1975,1212.15,439.35,1651.50
GAB,481,1976,1465.57,531.48,1997.04
GAB,481,1977,1322.65,733.19,2055.84
GAB,481,1978,1106.61,624.30,1730.91
GAB,481,1979,1832.73,774.96,2607.69
GAB,481,1980,2231.86,955.52,3187.38
GAB,481,1981,1695.38,966.22,2661.61
GAB,481,1982,1692.36,812.54,2504.90
GAB,481,1983,1628.95,704.93,2333.88
GAB,481,1984,1983.42,741.48,2724.90
GAB,481,1985,2035.80,932.08,2967.87
GAB,481,1986,1269.22,862.58,2131.80
GAB,481,1987,1280.70,745.28,2025.98
GAB,481,1988,1206.11,912.95,2119.06
GAB,481,1989,1530.62,805.35,2335.98
GAB,481,1990,2493.63,983.90,3477.53
GAB,481,1991,2544.43,1192.98,3737.41
GAB,481,1992,2300.33,1080.43,3380.77
GAB,481,1993,2149.25,965.16,3114.42
GAB,481,1994,2304.80,756.24,3061.05
GAB,481,1995,2404.47,881.68,3286.15
GAB,481,1996,2890.06,1065.30,3955.36
GAB,481,1997,3406.48,1381.47,4787.95
GAB,481,1998,2348.62,1267.66,3616.28
GAB,481,1999,3159.96,1744.13,4904.09
GAB,481,2000,3705.06,1583.24,5288.30
CEN,482,1960,14.62,18.93,33.55
CEN,482,1961,20.34,26.04,46.38
CEN,482,1962,30.17,27.35,57.53
CEN,482,1963,28.49,26.56,55.05
CEN,482,1964,29.82,33.56,63.38
CEN,482,1965,28.04,41.25,69.29
CEN,482,1966,35.22,38.78,74.00
CEN,482,1967,45.54,36.30,81.85
CEN,482,1968,35.55,36.60,72.15
CEN,482,1969,35.64,36.47,72.11
CEN,482,1970,34.02,36.45,70.47
CEN,482,1971,35.69,34.50,70.19
CEN,482,1972,47.87,42.46,90.33
CEN,482,1973,42.10,61.96,104.06
CEN,482,1974,53.01,57.77,110.78
CEN,482,1975,53.16,76.08,129.23
CEN,482,1976,65.19,62.57,127.76
CEN,482,1977,88.94,74.75,163.69
CEN,482,1978,80.17,70.04,150.21
CEN,482,1979,86.64,84.82,171.46
CEN,482,1980,121.74,100.36,222.09
CEN,482,1981,89.65,101.94,191.59
CEN,482,1982,114.67,127.06,241.72
CEN,482,1983,78.97,75.05,154.01
CEN,482,1984,88.92,74.28,163.20
CEN,482,1985,110.36,105.27,215.63
CEN,482,1986,128.07,206.75,334.82
CEN,482,1987,88.78,112.93,201.71
CEN,482,1988,100.01,134.94,234.94
CEN,482,1989,126.13,169.54,295.67
CEN,482,1990,299.17,190.61,489.78
CEN,482,1991,260.31,159.79,420.11
CEN,482,1992,201.70,146.85,348.55
CEN,482,1993,121.05,119.73,240.78
CEN,482,1994,97.75,107.11,204.87
CEN,482,1995,150.49,177.39,327.88
CEN,482,1996,182.67,163.17,345.84
CEN,482,1997,211.60,174.40,385.99
CEN,482,1998,307.29,178.97,486.27
CEN,482,1999,290.51,168.88,459.39
CEN,482,2000,308.49,156.05,464.54
CHA,483,1960,13.87,22.13,36.01
CHA,483,1961,22.08,22.93,45.01
CHA,483,1962,16.68,25.74,42.42
CHA,483,1963,23.79,26.14,49.93
CHA,483,1964,27.20,31.64,58.84
CHA,483,1965,27.41,27.05,54.46
CHA,483,1966,25.32,30.27,55.59
CHA,483,1967,28.74,39.50,68.24
CHA,483,1968,30.21,41.82,72.03
CHA,483,1969,35.65,56.87,92.52
CHA,483,1970,31.79,58.61,90.40
CHA,483,1971,29.16,56.63,85.79
CHA,483,1972,36.48,56.50,92.98
CHA,483,1973,41.36,77.10,118.46
CHA,483,1974,39.14,80.64,119.78
CHA,483,1975,36.15,121.94,158.09
CHA,483,1976,83.57,52.65,136.22
CHA,483,1977,53.79,64.03,117.82
CHA,483,1978,109.83,87.02,196.85
CHA,483,1979,67.50,55.48,122.97
CHA,483,1980,68.15,37.04,105.19
CHA,483,1981,72.88,50.54,123.42
CHA,483,1982,39.16,57.14,96.29
CHA,483,1983,111.67,77.09,188.75
CHA,483,1984,86.41,114.84,201.24
CHA,483,1985,47.96,146.34,194.30
CHA,483,1986,50.79,107.37,158.15
CHA,483,1987,52.91,127.78,180.69
CHA,483,1988,57.57,145.56,203.14
CHA,483,1989,68.29,176.50,244.80
CHA,483,1990,91.56,168.10,259.66
CHA,483,1991,97.99,172.03,270.02
CHA,483,1992,84.95,169.36,254.31
CHA,483,1993,71.16,146.64,217.80
CHA,483,1994,87.11,149.29,236.41
CHA,483,1995,129.85,201.55,331.39
CHA,483,1996,135.34,225.80,361.14
CHA,483,1997,180.71,230.96,411.67
CHA,483,1998,214.28,228.86,443.13
CHA,483,1999,178.59,187.06,365.65
CHA,483,2000,150.12,198.52,348.64
CON,484,1960,17.30,47.61,64.91
CON,484,1961,16.76,83.23,99.99
CON,484,1962,31.06,68.40,99.46
CON,484,1963,42.27,64.56,106.83
CON,484,1964,47.79,67.32,115.11
CON,484,1965,47.56,68.16,115.72
CON,484,1966,46.47,74.00,120.47
CON,484,1967,64.64,89.18,153.82
CON,484,1968,85.15,93.63,178.78
CON,484,1969,70.49,89.72,160.21
CON,484,1970,35.09,70.83,105.92
CON,484,1971,43.84,89.39,133.24
CON,484,1972,81.29,113.11,194.40
CON,484,1973,90.75,136.94,227.70
CON,484,1974,241.69,133.62,375.31
CON,484,1975,175.73,176.30,352.03
CON,484,1976,182.46,180.17,362.63
CON,484,1977,181.04,207.20,388.24
CON,484,1978,180.74,265.23,445.97
CON,484,1979,531.50,400.81,932.32
CON,484,1980,947.57,429.67,1377.24
CON,484,1981,754.86,460.61,1215.47
CON,484,1982,996.91,696.83,1693.74
CON,484,1983,646.76,649.42,1296.19
CON,484,1984,1173.84,599.16,1773.00
CON,484,1985,1097.24,585.73,1682.97
CON,484,1986,782.16,591.54,1373.70
CON,484,1987,522.66,522.75,1045.40
CON,484,1988,763.22,551.06,1314.28
CON,484,1989,923.44,492.92,1416.36
CON,484,1990,1137.25,547.25,1684.51
CON,484,1991,983.76,521.26,1505.02
CON,484,1992,1195.70,605.33,1801.03
CON,484,1993,1120.49,498.70,1619.19
CON,484,1994,939.26,340.40,1279.66
CON,484,1995,987.19,411.20,1398.39
CON,484,1996,1840.22,1512.15,3352.37
CON,484,1997,2330.94,940.64,3271.58
CON,484,1998,1670.64,1074.30,2744.94
CON,484,1999,1802.99,737.22,2540.21
CON,484,2000,2992.14,859.52,3851.66
DRC,490,1960,404.65,226.64,631.28
DRC,490,1961,352.72,262.20,614.91
DRC,490,1962,344.24,297.07,641.31
DRC,490,1963,479.66,312.76,792.42
DRC,490,1964,319.46,246.72,566.18
DRC,490,1965,331.48,284.24,615.72
DRC,490,1966,547.41,410.38,957.80
DRC,490,1967,563.15,458.09,1021.24
DRC,490,1968,336.59,302.62,639.21
